PERSONS,WARD,QUESTION,MAILGRP,PHONEGRP,PERSNGRP,APPEAL,CONTACT,MAILINGS,AGE,MAJORPTY,VOTE96.0,VOTE96.1,MAILCALL,VOTED98,PHNSCRPT,DIS.MC,DIS.PHN,PHN.C,PHNTRT1,PHNTRT2,PHN.C1,PHN.C2,NEW,phone,AGE2
2,26,0,0,0,0,1,0,0,39,0,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,15.21
2,21,1,0,0,0,2,0,0,66,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,43.56
2,16,1,0,0,0,3,0,0,42,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,17.64
2,25,1,0,0,0,3,0,0,73,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,53.29
2,29,1,0,0,0,2,0,0,43,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,18.49
2,26,1,0,0,0,1,0,0,54,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,29.16
2,2,1,0,0,0,1,0,0,46,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,21.16
2,6,1,0,0,0,3,0,0,56,1,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,31.36
2,10,1,0,0,0,1,0,0,48,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,23.04
2,10,0,0,0,0,1,0,0,45,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,20.25
2,26,1,0,0,0,3,0,0,95,0,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,90.25
2,12,1,0,0,0,2,0,0,23,0,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,5.29
2,10,1,0,0,0,3,0,0,37,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,13.69
2,11,1,0,0,0,1,0,0,75,1,1,0,0,1,0,99,99,0,0,0,0,0,0.0,0.0,56.25
2,10,0,0,0,0,3,0,0,39,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,15.21
2,13,1,0,0,0,3,0,0,43,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,18.49
2,20,0,0,0,0,1,0,0,36,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,12.96
2,24,1,0,0,0,3,0,0,77,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,59.29
2,21,1,0,0,0,3,0,0,68,1,1,0,0,1,0,99,99,0,0,0,0,0,0.0,0.0,46.24
2,27,0,0,0,0,1,0,0,53,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,28.09
2,13,0,0,0,0,2,0,0,67,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,44.89
2,13,1,0,0,0,1,0,0,28,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,7.84
2,25,1,0,0,0,1,0,0,49,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,24.01
2,9,0,0,0,0,1,0,0,50,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,25.0
2,27,1,0,0,0,1,0,0,56,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,31.36
2,26,1,0,0,0,3,0,0,40,0,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,16.0
2,2,0,0,0,0,2,0,0,48,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,23.04
2,19,1,0,0,0,3,0,0,35,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,12.25
2,26,1,0,0,0,2,0,0,59,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,34.81
2,29,1,0,0,0,2,0,0,52,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,27.04
2,30,1,0,0,0,3,0,0,37,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,13.69
2,9,0,0,0,0,3,0,0,50,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,25.0
2,29,1,0,0,0,2,0,0,66,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,43.56
2,25,1,0,0,0,2,0,0,65,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,42.25
2,23,0,0,0,0,3,0,0,42,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,17.64
2,15,0,0,0,0,1,0,0,37,1,0,0,0,1,0,99,99,0,0,0,0,0,1.0,0.0,13.69
2,26,0,0,0,0,3,0,0,73,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,53.29
2,16,1,0,0,0,2,0,0,72,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,51.84
2,14,0,0,0,0,3,0,0,24,1,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,5.76
2,12,1,0,0,0,3,0,0,19,0,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,3.61
2,25,1,0,0,0,1,0,0,59,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,34.81
2,28,1,0,0,0,3,0,0,69,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,47.61
2,29,1,0,0,0,3,0,0,78,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,60.84
2,23,0,0,0,0,2,0,0,42,0,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,17.64
2,21,0,0,0,0,1,0,0,47,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,22.09
2,10,0,0,0,0,3,0,0,38,1,0,0,0,1,0,99,99,0,0,0,0,0,1.0,0.0,14.44
2,7,0,0,0,0,2,0,0,41,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,16.81
2,11,0,0,0,0,1,0,0,57,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,32.49
2,8,1,0,0,0,2,0,0,59,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,34.81
2,22,1,0,0,0,2,0,0,43,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,18.49
2,18,1,0,0,0,2,0,0,33,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,10.89
2,25,1,0,0,0,2,0,0,37,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,13.69
2,19,0,0,0,0,1,0,0,54,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,29.16
2,23,1,0,0,0,1,0,0,51,1,1,0,0,1,0,99,99,0,0,0,0,0,0.0,0.0,26.01
2,27,1,0,0,0,1,0,0,48,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,23.04
2,21,1,0,0,0,3,0,0,33,1,0,0,0,1,0,99,99,0,0,0,0,0,1.0,0.0,10.89
2,8,1,0,0,0,3,0,0,30,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,9.0
2,2,0,0,0,0,3,0,0,43,0,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,18.49
2,30,1,0,0,0,2,0,0,76,0,1,0,0,1,0,99,99,0,0,0,0,0,0.0,0.0,57.76
2,12,1,0,0,0,1,0,0,60,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,36.0
2,5,1,0,0,0,1,0,0,85,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,72.25
2,8,0,0,0,0,2,0,0,50,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,25.0
2,5,1,0,0,0,1,0,0,34,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,11.56
2,5,0,0,0,0,1,0,0,74,1,1,0,0,1,0,99,99,0,0,0,0,0,0.0,0.0,54.76
2,13,0,0,0,0,3,0,0,44,0,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,19.36
2,18,1,0,0,0,1,0,0,39,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,15.21
2,16,0,0,0,0,2,0,0,34,0,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,11.56
2,15,1,0,0,0,3,0,0,53,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,28.09
2,25,1,0,0,0,2,0,0,40,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,16.0
2,23,0,0,0,0,1,0,0,55,1,0,0,0,1,0,99,99,0,0,0,0,0,1.0,0.0,30.25
2,30,0,0,0,0,2,0,0,36,1,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,12.96
2,15,1,0,0,0,1,0,0,74,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,54.76
2,25,0,0,0,0,3,0,0,75,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,56.25
2,26,1,0,0,0,1,0,0,36,0,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,12.96
2,18,0,0,0,0,1,0,0,78,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,60.84
2,15,0,0,0,0,1,0,0,86,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,73.96
2,27,0,0,0,0,3,0,0,57,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,32.49
2,20,1,0,0,0,2,0,0,45,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,20.25
2,14,1,0,0,0,2,0,0,62,1,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,38.44
2,23,0,0,0,0,2,0,0,57,0,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,32.49
2,8,1,0,0,0,3,0,0,53,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,28.09
2,28,1,0,0,0,3,0,0,75,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,56.25
2,18,0,0,0,0,3,0,0,39,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,15.21
2,19,0,0,0,0,1,0,0,36,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,12.96
2,18,1,0,0,0,3,0,0,79,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,62.41
2,12,0,0,0,0,2,0,0,76,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,57.76
2,14,0,0,0,0,2,0,0,31,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,9.61
2,27,1,0,0,0,2,0,0,40,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,16.0
2,20,1,0,0,0,2,0,0,27,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,7.29
2,6,1,0,0,0,3,0,0,52,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,27.04
2,28,1,0,0,0,1,0,0,66,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,43.56
2,27,0,0,0,0,2,0,0,37,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,13.69
2,18,1,0,0,0,1,0,0,65,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,42.25
2,13,0,0,0,0,2,0,0,41,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,16.81
2,17,1,0,0,0,1,0,0,29,0,0,0,0,1,0,99,99,0,0,0,0,0,1.0,0.0,8.41
2,9,0,0,0,0,2,0,0,27,0,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,7.29
2,8,1,0,0,0,3,0,0,43,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,18.49
2,13,1,0,0,0,2,0,0,49,0,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,24.01
2,26,1,0,0,0,3,0,0,41,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,16.81
2,15,1,0,0,0,2,0,0,42,0,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,17.64
2,21,1,0,0,0,1,0,0,57,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,32.49
2,19,1,0,0,0,3,0,0,40,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,16.0
2,20,1,0,0,0,2,0,0,70,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,49.0
2,15,1,0,0,0,3,0,0,30,0,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,9.0
2,18,1,0,0,0,3,0,0,30,0,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,9.0
2,4,1,0,0,0,3,0,0,30,1,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,9.0
2,23,1,0,0,0,1,0,0,72,1,1,0,0,1,0,99,99,0,0,0,0,0,0.0,0.0,51.84
2,19,0,0,0,0,2,0,0,48,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,23.04
2,18,1,0,0,0,2,0,0,49,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,24.01
2,12,0,0,0,0,2,0,0,47,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,22.09
2,14,0,0,0,0,2,0,0,49,1,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,24.01
2,14,1,0,0,0,1,0,0,50,1,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,25.0
2,17,1,0,0,0,2,0,0,73,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,53.29
2,17,1,0,0,0,2,0,0,51,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,26.01
2,17,0,0,0,0,1,0,0,52,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,27.04
2,17,1,0,0,0,3,0,0,76,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,57.76
2,18,0,0,0,0,1,0,0,65,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,42.25
2,27,1,0,0,0,2,0,0,39,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,15.21
2,13,0,0,0,0,1,0,0,76,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,57.76
2,25,1,0,0,0,1,0,0,73,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,53.29
2,4,1,0,0,0,2,0,0,47,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,22.09
2,26,0,0,0,0,1,0,0,71,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,50.41
2,17,1,0,0,0,3,0,0,68,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,46.24
2,17,1,0,0,0,2,0,0,59,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,34.81
2,10,1,0,0,0,1,0,0,44,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,19.36
2,9,1,0,0,0,3,0,0,24,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,5.76
2,28,0,0,0,0,1,0,0,47,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,22.09
2,11,0,0,0,0,1,0,0,23,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,5.29
2,2,0,0,0,0,1,0,0,40,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,16.0
2,17,1,0,0,0,2,0,0,45,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,20.25
2,23,1,0,0,0,1,0,0,66,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,43.56
2,5,1,0,0,0,1,0,0,42,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,17.64
2,24,1,0,0,0,2,0,0,71,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,50.41
2,27,0,0,0,0,3,0,0,38,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,14.44
2,2,1,0,0,0,2,0,0,80,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,64.0
2,10,0,0,0,0,1,0,0,32,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,10.24
2,26,0,0,0,0,2,0,0,53,1,0,0,0,1,0,99,99,0,0,0,0,0,1.0,0.0,28.09
2,30,1,0,0,0,3,0,0,55,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,30.25
2,22,0,0,0,0,3,0,0,45,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,20.25
2,26,1,0,0,0,1,0,0,69,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,47.61
2,22,1,0,0,0,3,0,0,46,1,1,0,0,1,0,99,99,0,0,0,0,0,0.0,0.0,21.16
2,30,0,0,0,0,3,0,0,42,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,17.64
2,30,1,0,0,0,2,0,0,31,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,9.61
2,7,1,0,0,0,3,0,0,57,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,32.49
2,26,0,0,0,0,3,0,0,78,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,60.84
2,12,1,0,0,0,1,0,0,42,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,17.64
2,22,0,0,0,0,3,0,0,19,0,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,3.61
2,11,0,0,0,0,3,0,0,81,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,65.61
2,26,1,0,0,0,3,0,0,52,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,27.04
2,2,0,0,0,0,2,0,0,35,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,12.25
2,25,1,0,0,0,1,0,0,34,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,11.56
2,28,1,0,0,0,3,0,0,58,1,0,0,0,1,0,99,99,0,0,0,0,0,1.0,0.0,33.64
2,28,0,0,0,0,1,0,0,41,0,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,16.81
2,25,0,0,0,0,2,0,0,55,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,30.25
2,10,0,0,0,0,3,0,0,36,1,1,0,0,1,0,99,99,0,0,0,0,0,0.0,0.0,12.96
2,23,1,0,0,0,2,0,0,60,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,36.0
2,18,1,0,0,0,2,0,0,47,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,22.09
2,30,1,0,0,0,3,0,0,38,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,14.44
2,8,1,0,0,0,3,0,0,40,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,16.0
2,19,1,0,0,0,3,0,0,41,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,16.81
2,15,0,0,0,0,3,0,0,69,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,47.61
2,13,1,0,0,0,1,0,0,63,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,39.69
2,4,1,0,0,0,3,0,0,52,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,27.04
2,18,1,0,0,0,3,0,0,68,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,46.24
2,20,0,0,0,0,1,0,0,69,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,47.61
2,27,1,0,0,0,1,0,0,38,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,14.44
2,27,1,0,0,0,2,0,0,26,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,6.76
2,14,1,0,0,0,1,0,0,37,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,13.69
2,21,0,0,0,0,3,0,0,59,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,34.81
2,19,1,0,0,0,3,0,0,57,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,32.49
2,27,1,0,0,0,1,0,0,19,1,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,3.61
2,2,1,0,0,0,3,0,0,69,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,47.61
2,13,1,0,0,0,2,0,0,42,1,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,17.64
2,28,1,0,0,0,3,0,0,35,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,12.25
2,13,1,0,0,0,3,0,0,51,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,26.01
2,27,1,0,0,0,2,0,0,35,1,0,0,0,1,0,99,99,0,0,0,0,0,1.0,0.0,12.25
2,2,0,0,0,0,1,0,0,48,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,23.04
2,8,0,0,0,0,1,0,0,69,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,47.61
2,30,1,0,0,0,2,0,0,78,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,60.84
2,10,1,0,0,0,1,0,0,26,0,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,6.76
2,11,0,0,0,0,1,0,0,45,0,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,20.25
2,26,1,0,0,0,2,0,0,68,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,46.24
2,12,1,0,0,0,2,0,0,75,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,56.25
2,19,1,0,0,0,3,0,0,49,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,24.01
2,12,1,0,0,0,3,0,0,66,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,43.56
2,28,0,0,0,0,2,0,0,43,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,18.49
2,15,0,0,0,0,2,0,0,73,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,53.29
2,21,1,0,0,0,2,0,0,40,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,16.0
2,12,1,0,0,0,3,0,0,55,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,30.25
2,27,0,0,0,0,1,0,0,43,1,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,18.49
2,13,1,0,0,0,2,0,0,82,0,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,67.24
2,18,0,0,0,0,2,0,0,73,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,53.29
2,30,1,0,0,0,1,0,0,28,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,7.84
2,24,0,0,0,0,3,0,0,58,1,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,33.64
2,20,0,0,0,0,1,0,0,48,1,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,23.04
2,18,1,0,0,0,1,0,0,64,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,40.96
2,27,1,0,0,0,2,0,0,66,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,43.56
2,25,1,0,0,0,2,0,0,46,1,1,0,0,1,0,99,99,0,0,0,0,0,0.0,0.0,21.16
2,16,1,0,0,0,3,0,0,27,0,0,0,0,0,0,99,99,0,0,0,0,0,1.0,0.0,7.29
2,17,1,0,0,0,3,0,0,75,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,56.25
2,9,0,0,0,0,2,0,0,45,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,20.25
2,20,1,0,0,0,2,0,0,53,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,28.09
2,21,1,0,0,0,3,0,0,58,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,33.64
2,20,1,0,0,0,3,0,0,65,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,42.25
2,23,1,0,0,0,1,0,0,30,1,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,9.0
2,20,1,0,0,0,3,0,0,72,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,51.84
2,26,1,0,0,0,2,0,0,71,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,50.41
2,17,0,0,0,0,3,0,0,80,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,64.0
2,25,1,0,0,0,3,0,0,69,0,0,0,0,1,0,99,99,0,0,0,0,0,1.0,0.0,47.61
2,24,1,0,0,0,1,0,0,48,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,23.04
2,18,1,0,0,0,2,0,0,53,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,28.09
2,13,1,0,0,0,1,0,0,26,0,1,0,0,0,0,99,99,0,0,0,0,0,0.0,0.0,6.76
2,28,1,0,0,0,3,0,0,52,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,27.04
2,18,0,0,0,0,2,0,0,80,0,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,64.0
2,27,1,0,0,0,1,0,0,75,0,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,56.25
2,13,1,0,0,0,2,0,0,31,0,0,1,0,0,0,99,99,0,0,0,0,0,0.0,0.0,9.61
2,25,1,0,0,0,3,0,0,76,1,0,1,0,1,0,99,99,0,0,0,0,0,0.0,0.0,57.76
2,13,0,0,1,0,3,0,0,74,1,0,1,0,1,6,99,1,1,1,1,1,1,0.0,1.0,54.76
1,28,1,0,1,0,2,0,0,78,1,0,1,0,1,2,99,1,1,1,1,1,1,0.0,1.0,60.84
2,24,1,0,1,0,3,0,0,37,0,0,1,0,1,6,99,1,1,1,1,1,1,0.0,1.0,13.69
2,29,1,0,1,0,2,0,0,24,1,0,1,0,1,2,99,1,1,1,1,1,1,0.0,1.0,5.76
1,13,1,0,1,0,2,0,0,34,1,0,0,0,0,2,99,1,1,1,1,1,1,1.0,1.0,11.56
2,10,1,0,1,0,2,0,0,81,1,0,1,0,1,2,99,1,1,1,1,1,1,0.0,1.0,65.61
1,8,1,0,1,0,2,0,0,33,0,0,0,0,0,2,99,1,1,1,1,1,1,1.0,1.0,10.89
1,20,0,0,1,0,3,0,0,59,1,0,0,0,1,6,99,1,1,1,1,1,1,1.0,1.0,34.81
1,10,0,0,1,0,3,0,0,74,0,1,0,0,1,6,99,1,1,1,1,1,1,0.0,1.0,54.76
1,11,0,0,1,0,2,0,0,82,1,1,0,0,0,2,99,1,1,1,1,1,1,0.0,1.0,67.24
1,3,1,0,1,0,2,0,0,82,1,0,1,0,1,2,99,1,1,1,1,1,1,0.0,1.0,67.24
2,21,0,0,1,0,2,0,0,34,1,0,0,0,0,2,99,1,1,1,1,1,1,1.0,1.0,11.56
1,11,1,0,1,0,3,0,0,67,0,0,1,0,1,6,99,1,1,1,1,1,1,0.0,1.0,44.89
1,8,0,0,1,0,2,0,0,60,1,0,1,0,1,2,99,1,1,1,1,1,1,0.0,1.0,36.0
1,7,1,0,1,0,3,0,0,22,1,0,0,0,0,6,99,1,1,1,1,1,1,1.0,1.0,4.84
2,20,1,0,1,0,3,0,0,54,1,1,0,0,0,6,99,1,1,1,1,1,1,0.0,1.0,29.16
2,18,1,0,1,0,3,0,0,65,1,0,1,0,1,6,99,1,1,1,1,1,1,0.0,1.0,42.25
2,27,0,0,1,0,2,0,0,43,0,1,0,0,1,2,99,1,1,1,1,1,1,0.0,1.0,18.49
2,4,1,0,1,0,2,0,0,52,1,0,1,0,1,2,99,1,1,1,1,1,1,0.0,1.0,27.04
2,17,1,0,1,0,2,0,0,44,1,0,1,0,0,2,99,1,1,1,1,1,1,0.0,1.0,19.36
2,26,1,0,1,0,2,0,0,52,1,0,1,0,1,2,99,1,1,1,1,1,1,0.0,1.0,27.04
